,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
2894,603898,好莱客,0.09,80.0,,2.19,,2566.59,86.09,,04-21
2895,600835,上海机电,0.23,9.52,,2.56,,23899.18,8.95,,04-21
2896,600993,马应龙,0.2,5.26,,4.37,,8669.64,8.03,,04-21
2897,601168,西部矿业,0.02,-150.0,,0.35,,4001.77,-140.67,,04-21
2898,300448,浩云科技,-0.08,-57.89,,-2.41,,-1607.34,6.99,,04-21
2899,300308,中际装备,-0.02,-33.33,,-0.8,,-438.15,-32.56,,04-21
2900,603116,红蜻蜓,0.22,15.79,,2.74,,8872.92,16.88,,04-21
2901,600148,长春一东,0.08,7700.0,,2.87,,1097.54,6546.41,,04-21
2902,002302,西部建设,-0.13,85.71,,-3.11,,-13103.62,265.05,,04-21
2903,601020,华钰矿业,0.04,-500.0,,1.35,,2083.89,-448.25,,04-21
2904,603577,汇金通,0.08,-38.46,,1.11,,939.24,-15.61,,04-21
2905,300115,长盈精密,0.22,-12.0,,4.96,,20046.97,45.91,,04-21
2906,600276,恒瑞医药,0.34,-1.82,,6.35,,81184.76,18.63,,04-21
2907,603979,金诚信,0.13,8.33,,1.42,,5257.59,20.78,,04-21
2908,002580,圣阳股份,0.02,-60.0,,0.57,,640.84,-38.1,,04-21
2909,300039,上海凯宝,0.11,10.33,,4.04,,9069.49,9.12,,04-21
2910,002596,海南瑞泽,0.02,-128.57,,0.41,,789.01,-133.59,,04-21
2911,000983,西山煤电,0.15,857.79,,2.78,,46493.8,856.01,,04-21
2912,603393,新天然气,0.35,-7.89,,3.05,,5546.47,22.78,,04-21
2913,002644,佛慈制药,0.03,46.41,,1.04,,1354.88,46.68,,04-21
2914,600675,中华企业,0.01,-113.33,,0.36,,1172.5,-113.99,,04-21
2915,002424,贵州百灵,0.1,25.0,,4.47,,13810.75,21.8,,04-21
2916,603936,博敏电子,0.07,71.43,,1.28,,1203.12,69.89,,04-21
2917,601968,宝钢包装,-0.02,-0.0,,-1.0,,-2005.53,16.08,,04-21
2918,000810,创维数字,0.03,-79.92,,1.15,,3079.91,-79.22,,04-21
2919,300318,博晖创新,0.0,-69.64,,0.1,,139.49,-39.51,,04-21
2920,002601,龙蟒佰利,0.29,222.22,,4.63,,58519.68,3440.83,,04-21
2921,002697,红旗连锁,0.03,-25.0,,1.78,,3925.71,-18.26,,04-21
2922,600702,沱牌舍得,0.12,235.46,,1.74,,4085.3,235.47,,04-21
2923,002755,东方新星,-0.04,-20.0,,-0.78,,-396.72,-25.09,,04-21
2924,002461,珠江啤酒,0.01,-6.92,,0.34,,1213.01,11.95,,04-21
2925,002526,山东矿机,-0.01,76.47,,-0.38,,-639.22,75.49,,04-21
2926,300114,中航电测,0.04,-8.94,,1.25,,1687.17,35.96,,04-21
2927,002349,精华制药,0.04,-61.81,,1.48,,3195.12,-23.57,,04-21
2928,000822,山东海化,0.31,13990.91,,12.08,,27569.88,14049.74,,04-21
2929,002847,盐津铺子,0.22,-15.38,,7.51,,2536.86,3.05,,04-21
2930,300296,利亚德,0.21,90.91,,3.8,,17246.92,110.59,,04-21
2931,002225,濮耐股份,0.04,33.33,,1.46,,3457.93,20.18,,04-21
2932,300054,鼎龙股份,0.14,47.33,,2.2,,7364.59,75.58,,04-21
2933,002407,多氟多,0.11,-75.56,,2.61,,6908.3,-38.4,,04-21
2934,002423,中原特钢,-0.08,80.95,,-2.13,,-3846.68,81.37,,04-21
2935,300205,天喻信息,0.02,-11.43,,0.6,,666.59,-11.55,,04-21
2936,002835,同为股份,0.09,-3.37,,1.43,,929.49,28.57,,04-21
2937,300027,华谊兄弟,-0.02,-110.53,,-0.76,,-6841.51,-126.06,,04-21
2938,000926,福星股份,0.3,7.14,,2.89,,28349.21,7.07,,04-21
2939,603339,四方冷链,0.19,5.56,,3.02,,4020.68,43.02,,04-21
2960,300534,陇神戎发,0.09,-44.4,,1.08,,765.18,-25.85,,04-21
2961,002476,宝莫股份,-0.05,-281.95,,-3.17,,-3082.83,-281.55,,04-21
2962,603010,万盛股份,0.15,-46.43,,3.47,,3716.46,16.2,,04-21
2963,300602,飞荣达,0.18,-45.45,,2.08,,1613.21,-34.54,,04-21
2964,002840,华统股份,0.21,90.91,,3.48,,3477.42,126.56,,04-21
2965,002235,安妮股份,0.05,360.0,,0.71,,1885.92,2271.04,,04-21
2966,000401,冀东水泥,-0.27,-54.17,,-4.17,,-36891.67,-54.17,,04-21
2967,000615,京汉股份,-0.03,-372.0,,-1.25,,-2120.55,-757.45,,04-21
2968,002401,中远海科,0.06,0.9,,2.22,,1693.29,0.92,,04-21
2969,300263,隆华节能,0.01,86.89,,0.42,,1009.36,275.72,,04-21
2970,002208,合肥城建,0.13,-39.63,,2.58,,4285.85,-39.63,,04-21
2971,300625,三雄极光,0.11,35.83,,3.12,,2325.16,35.84,,04-21
2972,600525,长园集团,0.03,-65.65,,0.61,,4403.8,-57.1,,04-21
2973,001979,招商蛇口,0.27,170.0,,3.69,,212188.37,164.73,,04-21
2974,002321,华英农业,0.02,-12.43,,0.36,,866.07,-12.22,,04-21
2975,002085,万丰奥威,0.11,-40.51,,3.7,,19995.84,18.68,,04-21
2976,601566,九牧王,0.28,27.27,,3.5,,15912.22,23.92,,04-21
2977,300545,联得装备,0.07,250.0,,1.05,,489.96,344.39,,04-21
2978,002342,巨力索具,0.02,25.0,,0.58,,1411.94,26.93,,04-21
2979,600272,开开实业,0.02,0.0,,1.16,,568.28,29.15,,04-21
2980,300467,迅游科技,0.09,-18.18,,2.86,,1561.02,-10.86,,04-21
2981,600683,京投发展,-0.08,-260.0,,-2.78,,-5961.17,-265.42,,04-21
2982,000737,南风化工,-0.07,11.67,,-26.6,,-3988.15,11.63,,04-21
2983,000767,漳泽电力,-0.08,-9.22,,-2.72,,-23636.25,24.01,,04-21
2984,300321,同大股份,0.05,-69.36,,0.69,,400.9,-38.65,,04-21
2985,300047,天源迪科,0.0,-109.62,,0.06,,126.54,-110.76,,04-21
2986,002652,扬子新材,0.09,200.0,,4.25,,2996.12,199.54,,04-21
2987,300505,川金诺,0.08,2.12,,1.22,,763.88,36.23,,04-21
2988,000723,美锦能源,0.14,-686.96,,4.4,,30777.07,-684.78,,04-21
2989,300538,同益股份,0.1,-23.08,,1.4,,549.75,3.43,,04-21
2990,002827,高争民爆,0.06,20.0,,1.54,,1163.07,70.48,,04-21
2991,300004,南风股份,-0.04,-233.33,,-0.63,,-1948.55,-216.63,,04-21
2992,002625,光启技术,0.02,-33.33,,0.34,,1777.53,105.55,,04-21
2993,603517,绝味食品,0.32,39.13,,7.53,,11470.47,37.64,,04-21
2994,002357,富临运业,0.14,47.13,,4.24,,4415.11,47.1,,04-21
2995,601216,君正集团,0.06,-7.18,,3.83,,53401.29,85.71,,04-21
2996,600378,天科股份,0.01,333.33,,0.53,,394.76,298.41,,04-21
2997,600420,现代制药,0.29,117.89,,2.76,,15954.69,320.47,,04-21
2998,300267,尔康制药,0.11,-31.25,,4.14,,21913.83,30.36,,04-21
2999,300611,美力科技,0.16,-5.88,,2.38,,1199.73,3.66,,04-21
3000,300629,新劲刚,0.06,20.0,,1.38,,293.44,20.64,,04-21
3001,600493,凤竹纺织,0.01,40.57,,0.58,,404.7,40.94,,04-21
3002,000987,越秀金控,0.08,-52.35,,1.44,,18092.41,198.68,,04-21
3003,600987,航民股份,0.15,1.38,,2.93,,9360.67,1.9,,04-21
3004,300159,新研股份,0.0,-50.0,,0.01,,67.24,-55.16,,04-20
3005,002426,胜利精密,0.04,-74.86,,1.68,,14249.19,-26.2,,04-20
3006,600179,安通控股,0.11,-200.0,,4.83,,12111.32,-376.81,,04-20
3007,600721,百花村,0.05,-118.81,,0.86,,1974.19,-130.31,,04-20
3008,002431,棕榈股份,-0.04,-71.43,,-1.26,,-5359.87,-31.34,,04-20
3009,002757,南兴装备,0.16,71.17,,2.21,,1732.52,71.04,,04-20
3010,000751,锌业股份,0.03,172.73,,1.74,,3800.09,173.56,,04-20
3011,300588,熙菱信息,0.01,-119.09,,0.08,,147.34,-125.53,,04-20
3012,600486,扬农化工,0.42,36.48,,3.7,,12991.15,36.6,,04-20
3013,000877,天山股份,-0.15,-31.82,,-2.31,,-13419.13,-29.72,,04-20
3014,002014,永新股份,0.12,0.0,,2.48,,4194.88,5.95,,04-20
3015,600710,*ST常林,0.06,-185.71,,1.92,,7204.8,-256.17,,04-20
3016,600419,天润乳业,0.23,21.05,,3.15,,2357.78,22.53,,04-20
3017,002565,顺灏股份,0.03,0.0,,0.93,,1946.27,-12.97,,04-20
3018,300346,南大光电,0.02,280.49,,0.21,,250.41,283.68,,04-20
3019,300395,菲利华,0.08,5.41,,1.85,,1520.4,58.94,,04-20
3020,603638,艾迪精密,0.19,72.73,,4.47,,3062.79,116.62,,04-20
3021,300174,元力股份,0.09,54.84,,2.3,,1281.82,54.88,,04-20
3022,300239,东宝生物,0.01,-12.06,,0.79,,571.89,75.9,,04-20
3023,300565,科信技术,0.05,-70.59,,1.05,,760.97,-62.31,,04-20
3024,002184,海得控制,-0.07,-275.0,,-1.58,,-1741.76,-290.39,,04-20
3025,002521,齐峰新材,0.08,100.0,,1.12,,3836.05,103.67,,04-20
3026,000049,德赛电池,0.34,77.51,,5.8,,6901.08,77.54,,04-20
3027,000088,盐田港,0.04,0.0,,1.34,,7960.61,6.24,,04-20
3028,601106,*ST一重,0.0,-101.84,,0.04,,596.61,-101.87,,04-20
3029,002109,兴化股份,0.08,-199.27,,1.81,,5701.58,-294.45,,04-20
3030,002543,万和电气,0.29,20.83,,4.22,,12596.47,18.21,,04-20
3031,002559,亚威股份,0.05,18.75,,1.1,,1734.68,5.7,,04-20
3032,000933,神火股份,0.15,-30.77,,5.02,,29158.15,-30.65,,04-20
3033,000510,金路集团,0.04,1765.22,,3.2,,2614.72,1765.98,,04-20
3034,600262,北方股份,0.02,-137.74,,0.4,,405.6,-145.0,,04-20
3035,300313,天山生物,-0.02,-72.53,,-1.33,,-488.14,-70.14,,04-20
3036,600171,上海贝岭,0.02,37.5,,0.81,,1494.97,39.96,,04-20
3037,300378,鼎捷软件,-0.03,-0.0,,-0.78,,-903.68,40.75,,04-20
3038,300072,三聚环保,0.37,42.31,,6.72,,43671.57,115.26,,04-20
3039,300394,天孚通信,0.17,-55.67,,4.11,,3174.61,10.83,,04-20
3040,300410,正业科技,0.12,837.5,,1.67,,2165.45,958.01,,04-20
3041,300464,星徽精密,0.02,-76.22,,0.88,,449.89,-39.79,,04-20
3042,300238,冠昊生物,0.04,33.33,,0.84,,1177.09,41.11,,04-20
3043,002801,微光股份,0.38,-11.63,,2.98,,2262.0,18.86,,04-20
3044,000417,合肥百货,0.14,16.63,,3.09,,11211.04,16.58,,04-20
3045,002397,梦洁股份,0.05,10.42,,2.47,,3612.5,11.04,,04-20
3046,300501,海顺新材,0.28,11.11,,2.56,,1487.27,10.38,,04-20
3047,300227,光韵达,0.03,-219.85,,1.15,,448.2,-218.27,,04-20
3048,300441,鲍斯股份,0.08,320.3,,2.88,,2957.58,382.06,,04-20
3049,000667,美好置业,0.03,-18.81,,1.29,,8388.71,-18.92,,04-20
3050,600724,宁波富达,0.01,-92.01,,0.71,,1830.85,-92.03,,04-20
3051,600097,开创国际,-0.2,-55.56,,-5.16,,-4090.91,-55.41,,04-20
3052,002696,百洋股份,-0.01,-221.95,,-0.09,,-88.03,-223.47,,04-20
3053,300479,神思电子,0.04,4.5,,1.65,,669.54,106.28,,04-20
3054,002391,长青股份,0.12,0.0,,1.51,,4465.98,15.65,,04-20
3055,600763,通策医疗,0.13,8.33,,5.1,,4279.53,15.21,,04-20
3056,600022,山东钢铁,0.05,-235.95,,2.79,,45256.5,-235.94,,04-20
3057,300613,富瀚微,0.74,1.37,,5.79,,2730.76,12.52,,04-20
3058,603139,康惠制药,0.13,8.33,7.17,1.78,-0.52,940.05,1.97,,04-20
3059,600513,联环药业,0.06,-14.29,,1.56,,1303.53,4.39,,04-20
3060,600405,动力源,-0.06,-0.0,,-3.19,,-2696.59,0.69,,04-20
3061,002187,广百股份,0.14,0.0,,1.87,,4856.51,2.06,,04-20
3062,000514,渝开发,0.02,-444.64,,0.55,,1628.57,-441.62,,04-20
3063,002385,大北农,0.05,-6.2,,2.06,,19223.91,39.77,,04-20
3064,300522,世名科技,0.19,-24.0,,2.26,,1269.5,1.71,,04-20
3065,002497,雅化集团,0.03,48.62,,1.29,,3108.6,48.73,,04-20
3066,002846,英联股份,0.11,-7.69,,2.69,,1175.02,12.85,,04-20
3067,000062,深圳华强,0.11,32.68,,1.95,,7847.6,33.28,,04-20
3068,600845,宝信软件,0.11,-45.64,,1.98,,8281.46,8.45,,04-20
3069,300642,透景生命,0.28,7.69,6.7,4.3,-0.02,1267.01,6.84,,04-20
3070,002256,兆新股份,0.01,-83.33,,1.09,,2440.17,25.37,,04-20
3071,300037,新宙邦,0.36,24.14,,3.06,,6769.46,27.34,,04-20
3072,300365,恒华科技,0.03,105.33,,0.84,,610.68,105.33,,04-20
3073,000988,华工科技,0.06,20.0,,1.72,,5492.02,22.33,,04-20
3074,300107,建新股份,0.01,28.57,,0.53,,488.07,5.82,,04-20
3075,300204,舒泰神,0.14,-12.5,,3.52,,6805.84,23.92,,04-20
3076,600449,宁夏建材,-0.12,-36.84,,-1.39,,-5825.51,-36.18,,04-20
3077,002262,恩华药业,0.14,-6.56,,3.99,,8531.44,21.42,,04-20
3078,000545,金浦钛业,0.05,237.5,,2.79,,5327.14,239.4,,04-20
3079,002347,泰尔股份,0.01,-65.58,,0.2,,240.38,-30.52,,04-20
3080,600767,*ST运盛,-0.03,-42.31,,-4.66,,-1016.95,-42.26,,04-20
3081,002857,三晖电气,-0.05,-37.5,,-1.77,,-415.49,-37.68,,04-20
3082,000868,安凯客车,-0.03,-400.0,,-1.78,,-2326.36,-330.57,,04-20
3083,300305,裕兴股份,0.04,-63.46,,0.85,,1195.74,-26.73,,04-20
3084,600873,梅花生物,0.11,57.14,,3.7,,34143.36,53.98,,04-20
3085,002657,中科金财,0.1,42.86,,1.25,,3477.42,40.57,,04-20
3086,300181,佐力药业,0.02,-50.0,,0.78,,1039.06,-55.19,,04-20
3087,600722,金牛化工,0.02,855.0,,1.47,,1301.97,840.19,,04-20
3088,300521,爱司凯,0.08,-20.0,,1.34,,627.6,6.9,,04-20
3089,603909,合诚股份,0.11,-32.05,,1.97,,1148.58,-9.46,,04-20
3090,300342,天银机电,0.15,-6.25,,4.07,,5085.43,57.26,,04-20
3091,000670,盈方微,0.01,-71.56,,0.71,,506.05,-71.52,,04-20
3092,603928,兴业股份,0.09,-55.0,,1.38,,1871.45,-38.12,,04-20
3093,002148,北纬通信,0.11,1000.0,,2.66,,2937.95,749.86,,04-20
3094,600066,宇通客车,0.14,-18.13,,2.3,,31621.61,-16.46,,04-20
3095,000068,华控赛格,-0.01,13.18,,-2.38,,-1471.02,13.27,,04-20
3096,300025,华星创业,0.01,-50.0,,0.43,,386.59,-25.74,,04-20
3097,603232,格尔软件,0.1,-190.91,6.46,1.48,-0.62,438.87,-185.06,,04-20
3098,002582,好想你,0.23,91.67,,1.85,,5951.92,230.64,,04-20
3102,002511,中顺洁柔,0.15,70.94,,2.75,,7527.81,65.23,,04-19
3103,600116,三峡水利,0.05,4.26,,1.97,,4885.97,4.44,,04-19
3104,300142,沃森生物,-0.02,-33.33,,-0.92,,-2929.93,-30.33,,04-19
3105,600312,平高电气,0.08,-33.22,6.73,1.13,-0.74,10251.86,-24.76,,04-19
3106,300442,普丽盛,0.02,-41.18,,0.22,,210.53,-37.82,,04-19
3107,300184,力源信息,0.1,390.4,,3.06,,4052.84,432.05,,04-19
3108,000756,新华制药,0.11,175.0,,2.56,,5155.04,153.98,,04-19
3109,300592,华凯创意,,,,-0.01,,-3.16,-107.08,,04-19
3110,603803,瑞斯康达,0.16,0.0,,,,5953.33,1.85,,04-19
3111,601116,三江购物,0.1,26.42,,2.49,,4029.65,26.39,,04-19
3112,600520,中发科技,-0.01,-83.33,,-0.4,,-170.62,-81.87,,04-19
3113,600599,熊猫金控,0.06,1350.0,,1.34,,962.13,1341.91,,04-19
3114,300366,创意信息,0.11,-261.72,,1.0,,2810.81,-387.47,,04-19
3115,300140,中环装备,-0.04,121.23,,-1.1,,-1365.83,212.43,,04-19
3116,002086,东方海洋,0.0,-32.76,,0.07,,264.87,32.57,,04-19
3117,300221,银禧科技,0.1,0.0,,3.05,,4322.72,2.15,,04-19
3118,300435,中泰股份,0.06,-72.73,,2.18,,1560.61,-11.89,,04-19
3119,300338,开元股份,0.04,290.53,,1.66,,1261.38,429.63,,04-19
3120,600298,安琪酵母,0.26,-24.27,,6.34,,21294.9,89.32,,04-19
3121,002080,中材科技,0.17,134.53,,1.7,,13700.44,372.85,,04-19
3122,600603,广汇物流,0.12,-314.29,,1.47,,6242.79,-676.61,,04-19
3123,000731,四川美丰,0.06,-790.0,,1.32,,3266.76,-792.0,,04-19
3124,000026,飞亚达A,0.1,66.34,,1.89,,4531.9,66.3,,04-19
3125,002540,亚太科技,0.07,47.19,,2.37,,7074.93,47.26,,04-19
3126,300031,宝通科技,0.09,43.08,,1.49,,3650.55,75.97,,04-19
3127,000962,东方钽业,-0.12,-27.36,,-3.59,,-5254.75,-27.37,,04-19
3128,603081,大丰实业,0.11,10.0,2.46,4.36,0.11,3676.85,4.85,,04-19
3129,600862,中航高科,0.05,-570.0,,1.88,,6546.38,-685.97,,04-19
3130,601155,新城控股,0.02,-117.64,,0.28,,4227.15,-121.82,,04-19
3131,600360,华微电子,0.02,100.0,,0.62,,1261.23,44.86,,04-19
3132,002469,三维工程,0.01,-80.0,,0.53,,632.57,-65.1,,04-19
3133,603515,欧普照明,0.09,50.0,,1.56,,4934.49,56.79,,04-18
3134,000703,恒逸石化,0.28,133.33,,4.04,,45011.69,196.89,,04-18
3135,300213,佳讯飞鸿,0.02,0.0,,0.37,,593.86,13.76,,04-18
3136,002479,富春环保,0.1,83.57,,2.8,,8097.7,83.67,,04-18
3137,000404,华意压缩,0.09,5.02,,2.13,,5265.8,4.96,,04-18
3138,300019,硅宝科技,0.01,-75.0,,0.52,,378.15,-74.59,,04-18
3139,600567,山鹰纸业,0.1,525.0,,5.04,,43287.81,615.46,,04-18
3140,002677,浙江美大,0.06,-14.29,,3.52,,4121.47,44.01,,04-18
3141,000728,国元证券,0.12,9.09,,1.16,,24189.79,13.08,,04-18
3142,000716,黑芝麻,0.04,-48.61,,1.34,,2346.76,4.98,,04-18
3143,300271,华宇软件,0.06,50.0,,2.09,,3805.27,33.25,,04-18
3144,603611,诺力股份,0.19,0.0,,2.33,,3403.55,13.74,,04-18
3145,002366,台海核电,0.37,43.08,,8.68,,16168.56,44.19,,04-18
3146,600720,祁连山,-0.16,-37.34,,-2.51,,-12064.12,-37.34,,04-18
3147,002157,正邦科技,0.05,-85.29,,2.1,,12342.94,-45.88,,04-18
3148,002825,纳尔股份,0.1,-30.82,,1.81,,1007.18,-8.0,,04-18
3149,002253,川大智胜,0.02,-30.29,,0.38,,483.04,4.62,,04-18
3150,600189,吉林森工,-0.24,-180.0,,-5.0,,-7425.8,-178.88,,04-18
3151,002660,茂硕电源,-0.0,-43.55,,-0.11,,-97.17,-43.65,,04-18
3152,603626,科森科技,0.1,-9.09,,2.2,,2024.08,-10.33,,04-18
3153,000939,凯迪生态,0.05,-16.67,,0.89,,10557.42,11.28,,04-18
3154,300222,科大智能,0.07,16.67,,1.32,,4853.18,38.08,,04-18
3155,000830,鲁西化工,0.14,-1862.5,,2.81,,24020.76,1427.65,,04-18
3156,603368,柳州医药,0.59,13.46,,2.59,,8372.29,31.03,,04-18
3157,000547,航天发展,0.04,33.33,,0.98,,6200.74,26.08,,04-18
3158,300436,广生堂,0.14,-28.6,,3.63,,2039.94,-27.66,,04-18
3159,300130,新国都,0.02,0.0,,0.39,,556.18,10.91,,04-18
3160,002445,中南文化,0.04,100.0,,0.88,,3256.55,118.84,,04-18
3161,002220,天宝股份,0.04,0.0,,0.85,,2281.92,5.15,,04-18
3162,000572,海马汽车,0.03,-39.69,,0.67,,5047.31,-39.68,,04-18
3163,300540,深冷股份,-0.06,-25.0,,-0.77,,-484.43,-2.08,,04-18
3164,002829,星网宇达,0.05,-16.67,,0.5,,354.01,11.81,,04-18
3165,000063,中兴通讯,0.29,26.09,6.59,4.5,-0.23,121360.7,27.81,,04-18
3166,002258,利尔化学,0.11,57.14,,2.82,,5821.61,47.12,,04-18
3167,000521,美菱电器,0.06,-16.5,,1.2,,6130.37,14.14,,04-18
3168,300414,中光防雷,0.05,-58.26,,1.12,,809.02,-58.24,,04-18
3169,300463,迈克生物,0.14,-62.16,,3.53,,8059.08,17.36,,04-18
3170,601567,三星医疗,0.07,16.67,,1.41,,9722.49,43.7,,04-18
3171,002230,科大讯飞,0.06,20.0,,1.03,,7398.27,4.69,,04-18
3172,002043,兔宝宝,0.06,46.34,,2.98,,4773.53,122.33,,04-18
3173,002075,沙钢股份,0.05,2566.67,,3.81,,10659.17,2555.79,,04-18
3174,002139,拓邦股份,0.08,14.29,,2.04,,3540.68,107.87,,04-18
3175,002788,鹭燕医药,0.18,-10.0,,1.68,,2320.75,6.98,,04-18
3176,300258,精锻科技,0.14,-10.72,,3.84,,5701.58,33.94,,04-18
3177,300274,阳光电源,0.09,-50.0,,2.15,,12912.23,6.59,,04-18
3178,300619,金银河,0.06,-142.86,,1.38,,363.99,-146.8,,04-18
3179,300102,乾照光电,0.06,7275.0,,1.65,,4157.3,7598.9,,04-18
3182,300279,和晶科技,0.19,28.36,,1.92,,3119.83,54.52,,04-18
3184,300284,苏交科,0.1,1.4,,1.85,,5652.5,3.62,,04-18
3185,600083,博信股份,-0.0,-125.0,,-1.0,,-54.83,-131.21,,04-18
3186,603416,信捷电气,0.25,4.17,,2.97,,2492.03,40.19,,04-18
3187,002326,永太科技,0.2,322.59,,6.9,,16429.27,330.69,,04-18
3188,600367,红星发展,0.05,650.0,,1.23,,1323.18,603.89,,04-18
3189,300241,瑞丰光电,0.07,0.0,,1.95,,2014.64,20.35,,04-18
3190,002250,联化科技,0.1,-23.08,,1.6,,8193.54,-22.73,,04-18
3191,300370,安控科技,-0.03,-46.22,,-1.45,,-1831.17,20.04,,04-18
3192,601015,陕西黑猫,0.03,50.0,,1.08,,2981.04,188.34,,04-18
3193,603667,五洲新春,0.1,-9.09,,1.8,,2087.13,23.96,,04-18
3194,000779,三毛派神,-0.07,-12.5,,-6.06,,-1286.97,-17.31,,04-18
3195,600239,云南城投,-0.11,-15.38,,-3.0,,-11485.8,-19.71,,04-18
3196,603021,山东华鹏,0.07,-12.5,,0.72,,977.15,9.99,,04-18
3197,002517,恺英网络,0.29,93.33,,5.96,,20684.38,101.55,,04-18
3198,300498,温氏股份,0.34,-60.16,,4.72,,147321.98,-52.36,,04-17
3199,002820,桂发祥,0.24,-25.0,,3.13,,3109.43,1.89,,04-17
3200,000902,新洋丰,0.17,-48.48,,4.22,,22362.5,3.23,,04-17
3201,300001,特锐德,0.06,20.0,,2.03,,5556.26,10.99,,04-17
3202,300446,乐凯新材,0.25,-48.57,,5.95,,3049.8,2.92,,04-17
3203,601113,华鼎股份,0.05,-266.67,,1.38,,3824.35,-281.45,,04-17
3204,600664,哈药股份,0.02,-50.0,,0.64,,4655.24,-52.2,,04-17
3205,300641,正丹股份,0.18,1.73,2.69,6.77,0.02,3803.48,1.77,,04-17
3206,002683,宏大爆破,0.01,-122.17,,0.33,,936.38,-126.33,,04-15
3207,600141,兴发集团,0.04,25.0,,0.53,,3156.6,109.33,,04-15
3208,600535,天士力,0.29,14.86,,3.92,,31814.98,14.84,,04-15
3209,600936,广西广电,0.04,-50.0,,1.79,,6174.48,-44.98,,04-15
3210,600282,南钢股份,0.14,4846.43,,7.81,,54888.86,4830.37,,04-15
3211,600081,东风科技,0.12,22.5,,3.26,,3805.96,22.51,,04-15
3212,300223,北京君正,0.01,-161.19,,0.19,,205.14,-161.3,,04-15
3213,603199,九华旅游,0.34,38.4,,3.82,,3721.99,38.37,,04-15
3214,300131,英唐智控,0.03,-52.09,,1.75,,3300.18,-52.14,,04-15
3215,000721,西安饮食,-0.02,-31.2,,-1.26,,-860.17,-31.09,,04-15
3216,603588,高能环境,0.01,-114.29,,0.17,,334.34,-128.29,,04-15
3217,002783,凯龙股份,0.22,15.79,,1.38,,1863.58,16.41,,04-15
3218,002231,奥维通信,-0.03,50.87,,-1.39,,-931.22,50.89,,04-15
3219,000990,诚志股份,0.16,-460.93,,1.33,,20491.87,-1266.4,,04-15
3220,601933,永辉超市,0.08,-33.33,,3.8,,74375.65,57.55,,04-15
3221,600079,人福医药,0.14,16.67,,1.8,,19764.76,32.64,,04-15
3222,603005,晶方科技,0.1,42.86,,1.39,,2328.38,44.71,,04-15
3223,600328,兰太实业,0.13,616.67,,2.77,,5634.13,625.71,,04-15
3224,600785,新华百货,0.32,33.33,,3.68,,7190.84,30.5,,04-15
3225,000807,云铝股份,0.04,-300.0,,1.26,,11727.49,-380.77,,04-15
3226,300268,佳沃股份,-0.01,-64.47,,-0.35,,-72.86,-64.12,,04-15
3227,600309,万华化学,0.96,357.14,,12.84,,219505.98,394.78,,04-15
3228,002459,天业通联,0.01,113.79,,0.19,,239.14,115.15,,04-15
3229,300444,双杰电气,-0.06,-300.0,,-1.93,,-1712.91,-280.65,,04-15
3230,002116,中国海诚,0.1,-16.67,,3.69,,4356.93,-9.7,,04-15
3231,601678,滨化股份,0.15,200.0,,3.47,,17614.57,233.62,,04-14
3232,002415,海康威视,0.25,-14.04,,5.91,,148081.69,29.49,,04-14
3233,300121,阳谷华泰,0.12,108.33,,5.09,,3417.07,111.09,,04-14
3234,300604,长川科技,0.07,40.0,3.82,1.85,-0.23,418.74,42.1,,04-14
3235,300491,通合科技,-0.02,-125.0,,-0.43,,-177.95,-127.95,,04-14
3236,000921,海信科龙,0.19,72.73,,5.13,,25625.81,75.09,,04-14
3237,002450,康得新,0.15,-38.64,,3.42,,54149.05,35.7,,04-14
3238,600017,日照港,0.04,34.62,,1.04,,10733.27,34.83,,04-14
3239,300484,蓝海华腾,0.33,-34.0,,5.52,,3457.22,34.01,,04-14
3240,002534,杭锅股份,0.16,300.0,,3.69,,9716.85,487.4,,04-14
3242,601118,海南橡胶,0.0,-116.29,,0.17,,1406.85,-116.18,,04-13
3243,000619,海螺型材,-0.02,-166.1,,-0.28,,-695.05,-166.14,,04-13
3244,600829,人民同泰,0.11,3.45,,4.3,,6605.53,3.51,,04-13
3245,600231,凌钢股份,0.07,-170.0,2.14,3.14,0.31,16660.03,-227.34,,04-13
3246,300286,安科瑞,0.14,27.27,,3.31,,1996.5,28.98,,04-13
3247,600436,片仔癀,0.38,5.56,,6.28,,22636.88,54.37,,04-13
3248,000967,盈峰环境,0.09,-9.0,,1.96,,6646.33,35.23,,04-12
3249,000953,*ST河化,0.0,-95.8,,,,98.12,-95.75,,04-12
3250,300018,中元股份,0.02,-50.0,,0.74,,1054.51,4.81,,04-12
3251,603797,联泰环保,0.09,0.0,4.45,1.96,0.12,1379.13,0.67,,04-12
3252,002296,辉煌科技,0.02,11.4,,0.52,,810.57,11.4,,04-12
3253,002732,燕塘乳业,0.08,33.33,,1.4,,1203.6,33.96,,04-12
3254,603333,明星电缆,0.01,-333.33,,0.28,,389.33,-319.44,,04-12
3255,002536,西泵股份,0.15,66.67,,2.75,,5132.02,71.33,,04-12
3256,600123,兰花科创,0.2,-248.04,,2.57,,22385.98,-248.03,,04-12
3257,300493,润欣科技,0.09,12.5,,2.2,,1059.11,16.15,,04-12
3258,300374,恒通科技,0.03,-250.0,,0.69,,555.26,-223.75,,04-11
